Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
2020,6,10,4,,367786,829168,0.4436,0.3673,0.2076
2020,6,12,4,,4531791,18454373,0.2456,0.2356,0.0423
2020,6,17,4,,2488949,10463777,0.2379,0.2419,-0.0165
2020,6,21,4,,652228,3703609,0.1761,0.1709,0.0307
2020,6,25,4,,1686332,5872244,0.2872,0.2897,-0.0086
2020,6,27,4,,1340858,4652447,0.2882,0.2739,0.0522
2020,6,29,4,,1291738,5093948,0.2536,0.2344,0.082
2020,6,38,4,,208689,620677,0.3362,0.3238,0.0383
2020,6,47,4,,1101168,5718921,0.1925,0.1973,-0.0239
2020,6,48,4,,5169828,23608900,0.219,0.2136,0.0252
2020,7,02,1,175495,72128,590127,0.1222,0.1193,0.0245
2020,7,08,1,1381100,567632,4849887,0.117,0.0917,0.2769
2020,7,09,1,813347,334286,3017188,0.1108,0.0853,0.2989
2020,7,10,1,342808,140894,829168,0.1699,0.1267,0.341
2020,7,12,1,3820769,1570336,18454373,0.0851,0.0684,0.2446
2020,7,17,1,1893955,778415,10463777,0.0744,0.0569,0.3073
2020,7,21,1,835948,343575,3703609,0.0928,0.0813,0.1409
2020,7,25,1,1503653,618001,5872244,0.1052,0.0655,0.6064
2020,7,27,1,1274257,523720,4652447,0.1126,0.0979,0.1501
2020,7,29,1,1333888,548228,5093948,0.1076,0.0785,0.3707
2020,7,38,1,175783,72247,620677,0.1164,0.1085,0.0725
2020,7,47,1,1210807,497642,5718921,0.087,0.076,0.1452
2020,7,48,1,4926963,2024982,23608900,0.0858,0.0585,0.4655
2020,7,02,2,215312,27775,590127,0.0471,0.0496,-0.0504
2020,7,08,2,1560700,201330,4849887,0.0415,0.0397,0.0448
2020,7,09,2,1149992,148349,3017188,0.0492,0.0478,0.0289
2020,7,10,2,382726,49372,829168,0.0595,0.0563,0.0584
2020,7,12,2,6080081,784331,18454373,0.0425,0.0371,0.1449
2020,7,17,2,3128163,403533,10463777,0.0386,0.0331,0.1666
2020,7,21,2,604072,77925,3703609,0.021,0.0187,0.1222
2020,7,25,2,2007489,258966,5872244,0.0441,0.0416,0.0613
2020,7,27,2,1267100,163456,4652447,0.0351,0.034,0.0342
2020,7,29,2,1206621,155654,5093948,0.0306,0.0262,0.1668
2020,7,38,2,120188,15504,620677,0.025,0.0241,0.0372
2020,7,47,2,1254104,161779,5718921,0.0283,0.0265,0.0683
2020,7,48,2,6024774,777196,23608900,0.0329,0.0281,0.1697
2020,7,02,3,1510352,67966,590127,0.1152,0.1185,-0.0282
2020,7,08,3,12535100,564080,4849887,0.1163,0.1069,0.0881
2020,7,09,3,5525593,248652,3017188,0.0824,0.078,0.0569
2020,7,10,3,2309364,103921,829168,0.1253,0.1178,0.0644
2020,7,12,3,36221876,1629984,18454373,0.0883,0.0849,0.04
2020,7,17,3,24627587,1108241,10463777,0.1059,0.0988,0.0723
2020,7,21,3,6685745,300859,3703609,0.0812,0.0944,-0.1393
2020,7,25,3,11251830,506332,5872244,0.0862,0.0877,-0.0174
2020,7,27,3,11423265,514047,4652447,0.1105,0.1128,-0.0203
2020,7,29,3,12167060,547518,5093948,0.1075,0.0997,0.0781
2020,7,38,3,2108602,94887,620677,0.1529,0.1423,0.0747
2020,7,47,3,11436086,514624,5718921,0.09,0.0907,-0.0083
2020,7,48,3,64598749,2906944,23608900,0.1231,0.1129,0.0905
2020,7,02,4,,167870,590127,0.2845,0.2874,-0.0102
2020,7,08,4,,1333042,4849887,0.2749,0.2383,0.1535
2020,7,09,4,,731286,3017188,0.2424,0.2111,0.1484
2020,7,10,4,,294187,829168,0.3548,0.3007,0.1798
2020,7,12,4,,3984651,18454373,0.2159,0.1904,0.1339
2020,7,17,4,,2290190,10463777,0.2189,0.1887,0.1597
2020,7,21,4,,722358,3703609,0.195,0.1944,0.0031
2020,7,25,4,,1383300,5872244,0.2356,0.1948,0.2092
2020,7,27,4,,1201223,4652447,0.2582,0.2446,0.0554
2020,7,29,4,,1251400,5093948,0.2457,0.2044,0.2019
2020,7,38,4,,182638,620677,0.2943,0.2749,0.0705
2020,7,47,4,,1174045,5718921,0.2053,0.1932,0.0625
2020,7,48,4,,5709121,23608900,0.2418,0.1996,0.2116
2020,8,02,1,167964,69033,590127,0.117,0.1219,-0.0405
2020,8,08,1,1331600,547288,4849887,0.1128,0.1083,0.0424
2020,8,09,1,764635,314265,3017188,0.1042,0.0755,0.3789
2020,8,10,1,426909,175460,829168,0.2116,0.1927,0.0979
2020,8,12,1,3773477,1550899,18454373,0.084,0.0783,0.0738
2020,8,17,1,1984472,815618,10463777,0.0779,0.0716,0.0892
2020,8,21,1,768236,315745,3703609,0.0853,0.0627,0.3607
2020,8,25,1,1248417,513099,5872244,0.0874,0.0798,0.0952
2020,8,27,1,1223592,502896,4652447,0.1081,0.1117,-0.0324
2020,8,29,1,1314526,540270,5093948,0.1061,0.0867,0.2237
2020,8,38,1,193446,79506,620677,0.1281,0.1144,0.1197
2020,8,47,1,1178002,484159,5718921,0.0847,0.0631,0.3417
2020,8,48,1,3280388,1348239,23608900,0.0571,0.0611,-0.0659
2020,8,02,2,187945,24245,590127,0.0411,0.0542,-0.2418
2020,8,08,2,1596100,205897,4849887,0.0425,0.0461,-0.079
2020,8,09,2,1008483,130094,3017188,0.0431,0.045,-0.041
2020,8,10,2,439940,56752,829168,0.0684,0.0704,-0.0274
2020,8,12,2,5675265,732109,18454373,0.0397,0.0437,-0.0915
2020,8,17,2,3011493,388483,10463777,0.0371,0.0393,-0.0557
2020,8,21,2,548172,70714,3703609,0.0191,0.0149,0.2787
2020,8,25,2,2033090,262269,5872244,0.0447,0.0515,-0.1324
2020,8,27,2,1219220,157279,4652447,0.0338,0.0376,-0.1008
2020,8,29,2,1343512,173313,5093948,0.034,0.0318,0.0696
2020,8,38,2,124278,16032,620677,0.0258,0.0249,0.037
2020,8,47,2,1238165,159723,5718921,0.0279,0.0239,0.1695
2020,8,48,2,4856719,626517,23608900,0.0265,0.0276,-0.0391
2020,8,02,3,1275847,57413,590127,0.0973,0.1211,-0.1969
2020,8,08,3,12090800,544086,4849887,0.1122,0.1175,-0.0452
2020,8,09,3,5100706,229532,3017188,0.0761,0.0827,-0.0799
2020,8,10,3,2025967,91169,829168,0.11,0.1319,-0.1664
2020,8,12,3,34180518,1538123,18454373,0.0833,0.095,-0.1222
2020,8,17,3,22265322,1001939,10463777,0.0958,0.113,-0.1528
2020,8,21,3,7100587,319526,3703609,0.0863,0.0818,0.0541
2020,8,25,3,10909138,490911,5872244,0.0836,0.095,-0.1205
2020,8,27,3,11649835,524243,4652447,0.1127,0.1084,0.0393
2020,8,29,3,11519824,518392,5093948,0.1018,0.1051,-0.032
2020,8,38,3,2082598,93717,620677,0.151,0.1337,0.1296
2020,8,47,3,11511536,518019,5718921,0.0906,0.0915,-0.0104
2020,8,48,3,59001189,2655054,23608900,0.1125,0.105,0.0706
2020,8,02,4,,150691,590127,0.2554,0.2972,-0.1409
2020,8,08,4,,1297271,4849887,0.2675,0.2718,-0.016
2020,8,09,4,,673891,3017188,0.2234,0.2032,0.0993
2020,8,10,4,,323380,829168,0.39,0.395,-0.0127
2020,8,12,4,,3821132,18454373,0.2071,0.2169,-0.0453
2020,8,17,4,,2206040,10463777,0.2108,0.2239,-0.0584
2020,8,21,4,,705986,3703609,0.1906,0.1594,0.1956
2020,8,25,4,,1266279,5872244,0.2156,0.2263,-0.0472
2020,8,27,4,,1184418,4652447,0.2546,0.2577,-0.0122
2020,8,29,4,,1231975,5093948,0.2419,0.2236,0.0816
2020,8,38,4,,189255,620677,0.3049,0.273,0.117
2020,8,47,4,,1161901,5718921,0.2032,0.1785,0.1381
2020,8,48,4,,4629810,23608900,0.1961,0.1938,0.0119
2020,9,02,1,160432,65938,590127,0.1117,0.098,0.1402
2020,9,08,1,1397000,574167,4849887,0.1184,0.0932,0.27
2020,9,09,1,678515,278870,3017188,0.0924,0.0773,0.195
2020,9,10,1,355565,146137,829168,0.1762,0.1197,0.4728
2020,9,12,1,4150559,1705880,18454373,0.0924,0.069,0.3395
2020,9,17,1,2051491,843163,10463777,0.0806,0.0642,0.2551
2020,9,21,1,707108,290621,3703609,0.0785,0.06,0.3084
2020,9,25,1,1590545,653714,5872244,0.1113,0.0816,0.3647
2020,9,27,1,1341836,551495,4652447,0.1185,0.0935,0.2675
2020,9,29,1,1215449,499550,5093948,0.0981,0.095,0.0327
2020,9,38,1,191530,78719,620677,0.1268,0.1057,0.1994
2020,9,47,1,1126175,462858,5718921,0.0809,0.0722,0.121
2020,9,48,1,3422490,1406643,23608900,0.0596,0.0532,0.1191
2020,9,02,2,203662,26272,590127,0.0445,0.0415,0.0736
2020,9,08,2,1612600,208025,4849887,0.0429,0.0369,0.1638
2020,9,09,2,1090246,140642,3017188,0.0466,0.0431,0.0812
2020,9,10,2,401630,51810,829168,0.0625,0.0485,0.2884
2020,9,12,2,6058391,781532,18454373,0.0423,0.0354,0.1979
2020,9,17,2,3411212,440046,10463777,0.0421,0.0329,0.2791
2020,9,21,2,551418,71133,3703609,0.0192,0.0169,0.1361
2020,9,25,2,2631022,339402,5872244,0.0578,0.0523,0.1055
2020,9,27,2,1377860,177744,4652447,0.0382,0.0324,0.1784
2020,9,29,2,1369625,176682,5093948,0.0347,0.0304,0.1425
2020,9,38,2,115685,14923,620677,0.024,0.0215,0.1161
2020,9,47,2,1203203,155213,5718921,0.0271,0.0263,0.0337
2020,9,48,2,5254879,677879,23608900,0.0287,0.0281,0.0235
2020,9,02,3,1190499,53572,590127,0.0908,0.082,0.1073
2020,9,08,3,11467100,516020,4849887,0.1064,0.0967,0.1003
2020,9,09,3,4601768,207080,3017188,0.0686,0.0653,0.0512
2020,9,10,3,1905524,85749,829168,0.1034,0.0762,0.3566
2020,9,12,3,34613558,1557610,18454373,0.0844,0.0774,0.0901
2020,9,17,3,22197193,998874,10463777,0.0955,0.087,0.0974
2020,9,21,3,6939685,312286,3703609,0.0843,0.0833,0.0123
2020,9,25,3,10538028,474211,5872244,0.0808,0.0737,0.0961
2020,9,27,3,10911556,491020,4652447,0.1055,0.0872,0.2097
2020,9,29,3,11280508,507623,5093948,0.0997,0.0922,0.0806
2020,9,38,3,1727660,77745,620677,0.1253,0.1122,0.1166
2020,9,47,3,11798764,530944,5718921,0.0928,0.0907,0.024
2020,9,48,3,55379730,2492088,23608900,0.1056,0.1157,-0.0875
2020,9,02,4,,145782,590127,0.247,0.2215,0.1155
2020,9,08,4,,1298212,4849887,0.2677,0.2268,0.1804
2020,9,09,4,,626591,3017188,0.2077,0.1858,0.118
2020,9,10,4,,283696,829168,0.3421,0.2444,0.4
2020,9,12,4,,4045022,18454373,0.2192,0.1818,0.2057
2020,9,17,4,,2282083,10463777,0.2181,0.1841,0.1849
2020,9,21,4,,674040,3703609,0.182,0.1602,0.1362
2020,9,25,4,,1467327,5872244,0.2499,0.2075,0.204
2020,9,27,4,,1220259,4652447,0.2623,0.2132,0.2303
2020,9,29,4,,1183854,5093948,0.2324,0.2175,0.0684
2020,9,38,4,,171387,620677,0.2761,0.2395,0.1531
2020,9,47,4,,1149016,5718921,0.2009,0.1891,0.0624
2020,9,48,4,,4576611,23608900,0.1939,0.197,-0.0159
2020,10,02,1,153672,63159,590127,0.107,0.1011,0.0584
2020,10,08,1,1256400,516380,4849887,0.1065,0.1025,0.039
2020,10,09,1,728073,299238,3017188,0.0992,0.1067,-0.0708
2020,10,10,1,309990,127406,829168,0.1537,0.1388,0.1074
2020,10,12,1,4425077,1818706,18454373,0.0986,0.0949,0.0385
2020,10,17,1,1938949,796908,10463777,0.0762,0.0782,-0.0255
2020,10,21,1,780317,320710,3703609,0.0866,0.0791,0.0948
2020,10,25,1,1463788,601617,5872244,0.1025,0.0918,0.1159
2020,10,27,1,1187703,488146,4652447,0.1049,0.1052,-0.0023
2020,10,29,1,1489040,611995,5093948,0.1201,0.0906,0.3254
2020,10,38,1,171847,70629,620677,0.1138,0.1165,-0.0236
2020,10,47,1,1207562,496308,5718921,0.0868,0.0655,0.3248
2020,10,48,1,4246737,1745409,23608900,0.0739,0.0554,0.3334
2020,10,02,2,208363,26879,590127,0.0455,0.0422,0.0796
2020,10,08,2,1660100,214153,4849887,0.0442,0.0454,-0.0281
2020,10,09,2,1280690,165209,3017188,0.0548,0.0586,-0.0663
2020,10,10,2,436153,56264,829168,0.0679,0.0655,0.0363
2020,10,12,2,7048762,909290,18454373,0.0493,0.052,-0.0522
2020,10,17,2,3337222,430502,10463777,0.0411,0.0424,-0.0305
2020,10,21,2,589614,76060,3703609,0.0205,0.0188,0.0909
2020,10,25,2,2208140,284850,5872244,0.0485,0.0542,-0.1056
2020,10,27,2,1413223,182306,4652447,0.0392,0.0411,-0.0458
2020,10,29,2,1495381,192904,5093948,0.0379,0.0376,0.0069
2020,10,38,2,155444,20052,620677,0.0323,0.0299,0.0788
2020,10,47,2,1274896,164462,5718921,0.0288,0.0242,0.1884
2020,10,48,2,5212995,672476,23608900,0.0285,0.0252,0.1314
2020,10,02,3,1029029,46306,590127,0.0785,0.0797,-0.0153
2020,10,08,3,10378600,467037,4849887,0.0963,0.0913,0.0548
2020,10,09,3,4353307,195899,3017188,0.0649,0.0636,0.0217
2020,10,10,3,1679222,75565,829168,0.0911,0.0883,0.0318
2020,10,12,3,35572088,1600744,18454373,0.0867,0.0876,-0.0097
2020,10,17,3,19537624,879193,10463777,0.084,0.0867,-0.0305
2020,10,21,3,6545365,294541,3703609,0.0795,0.077,0.0332
2020,10,25,3,8844236,397991,5872244,0.0678,0.0696,-0.0259
2020,10,27,3,9459143,425661,4652447,0.0915,0.0865,0.0574
2020,10,29,3,9751851,438833,5093948,0.0861,0.0912,-0.0552
2020,10,38,3,1486277,66882,620677,0.1078,0.1108,-0.0277
2020,10,47,3,10845480,488047,5718921,0.0853,0.0807,0.0572
2020,10,48,3,58456128,2630526,23608900,0.1114,0.0973,0.1454
2020,10,02,4,,136344,590127,0.231,0.223,0.0361
2020,10,08,4,,1197570,4849887,0.2469,0.2392,0.0323
2020,10,09,4,,660346,3017188,0.2189,0.2289,-0.044
2020,10,10,4,,259235,829168,0.3126,0.2926,0.0687
2020,10,12,4,,4328741,18454373,0.2346,0.2345,0.0004
2020,10,17,4,,2106603,10463777,0.2013,0.2073,-0.0286
2020,10,21,4,,691312,3703609,0.1867,0.1749,0.0673
2020,10,25,4,,1284458,5872244,0.2187,0.2156,0.0144
2020,10,27,4,,1096113,4652447,0.2356,0.2328,0.0122
2020,10,29,4,,1243733,5093948,0.2442,0.2194,0.1127
2020,10,38,4,,157564,620677,0.2539,0.2573,-0.0135
2020,10,47,4,,1148816,5718921,0.2009,0.1704,0.1787
2020,10,48,4,,5048411,23608900,0.2138,0.1779,0.202
2020,11,02,1,139875,57489,590127,0.0974,0.1015,-0.0402
2020,11,08,1,1277300,524970,4849887,0.1082,0.1022,0.0595
2020,11,09,1,698375,287032,3017188,0.0951,0.0963,-0.0116
2020,11,10,1,370312,152198,829168,0.1836,0.1453,0.2636
2020,11,12,1,4316109,1773921,18454373,0.0961,0.0938,0.0252
2020,11,17,1,1955056,803528,10463777,0.0768,0.0764,0.0048
2020,11,21,1,786187,323123,3703609,0.0872,0.078,0.1183
2020,11,25,1,1260183,517935,5872244,0.0882,0.085,0.0376
2020,11,27,1,1163580,478231,4652447,0.1028,0.0996,0.0317
2020,11,29,1,1152864,473827,5093948,0.093,0.0997,-0.0668
2020,11,38,1,168713,69341,620677,0.1117,0.1088,0.0271
2020,11,47,1,1204899,495213,5718921,0.0866,0.0756,0.1461
2020,11,48,1,4153490,1707084,23608900,0.0723,0.0625,0.1573
2020,11,02,2,195499,25219,590127,0.0427,0.0439,-0.027
2020,11,08,2,1646800,212437,4849887,0.0438,0.047,-0.0673
2020,11,09,2,1328404,171364,3017188,0.0568,0.0599,-0.0525
2020,11,10,2,419285,54088,829168,0.0652,0.062,0.0523
2020,11,12,2,7547696,973653,18454373,0.0528,0.0576,-0.0836
2020,11,17,2,3411156,440039,10463777,0.0421,0.0435,-0.0341
2020,11,21,2,583810,75311,3703609,0.0203,0.0196,0.0392
2020,11,25,2,2546817,328539,5872244,0.0559,0.0593,-0.0564
2020,11,27,2,1365457,176144,4652447,0.0379,0.0405,-0.0653
2020,11,29,2,1211948,156341,5093948,0.0307,0.0347,-0.1154
2020,11,38,2,137936,17794,620677,0.0287,0.038,-0.246
2020,11,47,2,1336991,172472,5718921,0.0302,0.029,0.0394
2020,11,48,2,5436048,701250,23608900,0.0297,0.0302,-0.0176
2020,11,02,3,902126,40596,590127,0.0688,0.0738,-0.068
2020,11,08,3,8846900,398111,4849887,0.0821,0.0888,-0.0758
2020,11,09,3,3798140,170916,3017188,0.0566,0.0615,-0.0785
2020,11,10,3,1537021,69166,829168,0.0834,0.084,-0.0068
2020,11,12,3,32993210,1484694,18454373,0.0805,0.089,-0.096
2020,11,17,3,17899682,805486,10463777,0.077,0.084,-0.0841
2020,11,21,3,5676410,255438,3703609,0.069,0.0778,-0.1135
2020,11,25,3,7890620,355078,5872244,0.0605,0.0665,-0.0901
2020,11,27,3,7714782,347165,4652447,0.0746,0.0817,-0.0869
2020,11,29,3,9304056,418683,5093948,0.0822,0.0844,-0.0266
2020,11,38,3,1289397,58023,620677,0.0935,0.1119,-0.1645
2020,11,47,3,10465258,470937,5718921,0.0823,0.0846,-0.0263
2020,11,48,3,54796664,2465850,23608900,0.1044,0.1031,0.0135
2020,11,02,4,,123304,590127,0.2089,0.2192,-0.0469
2020,11,08,4,,1135518,4849887,0.2341,0.2379,-0.016
2020,11,09,4,,629313,3017188,0.2086,0.2177,-0.0418
2020,11,10,4,,275452,829168,0.3322,0.2912,0.1407
2020,11,12,4,,4232268,18454373,0.2293,0.2403,-0.0458
2020,11,17,4,,2049053,10463777,0.1958,0.204,-0.0401
2020,11,21,4,,653873,3703609,0.1766,0.1754,0.0066
2020,11,25,4,,1201552,5872244,0.2046,0.2108,-0.0291
2020,11,27,4,,1001541,4652447,0.2153,0.2219,-0.0297
2020,11,29,4,,1048851,5093948,0.2059,0.2188,-0.059
2020,11,38,4,,145157,620677,0.2339,0.2587,-0.0959
2020,11,47,4,,1138622,5718921,0.1991,0.1891,0.0526
2020,11,48,4,,4874184,23608900,0.2065,0.1958,0.0546
2020,12,02,1,169149,69520,590127,0.1178,0.1136,0.0367
2020,12,08,1,1708400,702152,4849887,0.1448,0.1272,0.1385
2020,12,09,1,676064,277862,3017188,0.0921,0.0863,0.0677
2020,12,10,1,374618,153968,829168,0.1857,0.1765,0.0518
2020,12,12,1,6111752,2511930,18454373,0.1361,0.1289,0.0559
2020,12,17,1,2593081,1065756,10463777,0.1019,0.1042,-0.0227
2020,12,21,1,735730,302385,3703609,0.0816,0.0635,0.2857
2020,12,25,1,1857996,763636,5872244,0.13,0.1236,0.052
2020,12,27,1,1330104,546673,4652447,0.1175,0.1174,0.0012
2020,12,29,1,1319796,542436,5093948,0.1065,0.093,0.1447
2020,12,38,1,237756,97718,620677,0.1574,0.1428,0.1025
2020,12,47,1,1176864,483691,5718921,0.0846,0.0766,0.1045
2020,12,48,1,4045157,1662560,23608900,0.0704,0.072,-0.0216
2020,12,02,2,227422,29337,590127,0.0497,0.0479,0.0372
2020,12,08,2,2026600,261431,4849887,0.0539,0.0499,0.0797
2020,12,09,2,1324221,170825,3017188,0.0566,0.0573,-0.0114
2020,12,10,2,538631,69483,829168,0.0838,0.0804,0.0419
2020,12,12,2,8383741,1081503,18454373,0.0586,0.0575,0.0195
2020,12,17,2,4196890,541399,10463777,0.0517,0.0508,0.0184
2020,12,21,2,616526,79532,3703609,0.0215,0.0176,0.2191
2020,12,25,2,3279188,423015,5872244,0.072,0.0759,-0.0508
2020,12,27,2,1685512,217431,4652447,0.0467,0.0458,0.0195
2020,12,29,2,1466143,189132,5093948,0.0371,0.0342,0.0855
2020,12,38,2,228258,29445,620677,0.0474,0.0426,0.1132
2020,12,47,2,1375257,177408,5718921,0.031,0.0298,0.0422
2020,12,48,2,5355395,690846,23608900,0.0293,0.0315,-0.0704
2020,12,02,3,1022069,45993,590127,0.0779,0.0732,0.0649
2020,12,08,3,7820400,351918,4849887,0.0726,0.0879,-0.1747
2020,12,09,3,4206342,189285,3017188,0.0627,0.0654,-0.0401
2020,12,10,3,1564387,70397,829168,0.0849,0.0863,-0.0158
2020,12,12,3,38602328,1737105,18454373,0.0941,0.091,0.0349
2020,12,17,3,20007081,900319,10463777,0.086,0.0891,-0.0347
2020,12,21,3,5998636,269939,3703609,0.0729,0.0833,-0.1253
2020,12,25,3,8438973,379754,5872244,0.0647,0.0678,-0.0455
2020,12,27,3,7853687,353416,4652447,0.076,0.0823,-0.0774
2020,12,29,3,9881723,444678,5093948,0.0873,0.0801,0.0901
2020,12,38,3,1669330,75120,620677,0.121,0.1053,0.1492
2020,12,47,3,10037854,451703,5718921,0.079,0.0761,0.0376
2020,12,48,3,51591701,2321627,23608900,0.0983,0.1052,-0.0654
2020,12,02,4,,144851,590127,0.2455,0.2348,0.0456
2020,12,08,4,,1315502,4849887,0.2712,0.265,0.0235
2020,12,09,4,,637972,3017188,0.2114,0.2089,0.0123
2020,12,10,4,,293849,829168,0.3544,0.3432,0.0325
2020,12,12,4,,5330537,18454373,0.2888,0.2774,0.0415
2020,12,17,4,,2507474,10463777,0.2396,0.2442,-0.0185
2020,12,21,4,,651855,3703609,0.176,0.1644,0.0703
2020,12,25,4,,1566405,5872244,0.2667,0.2673,-0.0019
2020,12,27,4,,1117520,4652447,0.2402,0.2455,-0.0217
2020,12,29,4,,1176246,5093948,0.2309,0.2073,0.1138
2020,12,38,4,,202283,620677,0.3259,0.2907,0.121
2020,12,47,4,,1112803,5718921,0.1946,0.1825,0.0665
2020,12,48,4,,4675032,23608900,0.198,0.2087,-0.051
2021,1,02,1,131868,54198,590127,0.0918,0.0728,0.2607
2021,1,08,1,973623,400159,4849887,0.0825,0.0708,0.1649
2021,1,09,1,558223,229430,3017188,0.076,0.067,0.1346
2021,1,10,1,234893,96541,829168,0.1164,0.1,0.1638
2021,1,12,1,3787881,1556819,18454373,0.0844,0.0692,0.2198
2021,1,17,1,1300592,534543,10463777,0.0511,0.0428,0.1924
2021,1,21,1,829097,340759,3703609,0.092,0.0988,-0.0684
2021,1,25,1,779969,320567,5872244,0.0546,0.0439,0.2433
2021,1,27,1,1003625,412490,4652447,0.0887,0.0799,0.1102
2021,1,29,1,1122119,461191,5093948,0.0905,0.0581,0.557
2021,1,38,1,136887,56261,620677,0.0906,0.0856,0.0583
2021,1,47,1,1469161,603825,5718921,0.1056,0.0867,0.2172
2021,1,48,1,4918009,2021302,23608900,0.0856,0.0741,0.1553
2021,1,02,2,158078,20392,590127,0.0346,0.0313,0.1046
2021,1,08,2,1180912,152338,4849887,0.0314,0.033,-0.0482
2021,1,09,2,861776,111169,3017188,0.0368,0.0428,-0.1384
2021,1,10,2,268601,34650,829168,0.0418,0.045,-0.0711
2021,1,12,2,6126324,790296,18454373,0.0428,0.0458,-0.0655
2021,1,17,2,2355941,303916,10463777,0.029,0.0266,0.0934
2021,1,21,2,719146,92770,3703609,0.025,0.0284,-0.1169
2021,1,25,2,1501289,193666,5872244,0.033,0.031,0.0631
2021,1,27,2,1055848,136204,4652447,0.0293,0.0299,-0.0209
2021,1,29,2,1319142,170169,5093948,0.0334,0.0286,0.1672
2021,1,38,2,92463,11928,620677,0.0192,0.0199,-0.0339
2021,1,47,2,1886195,243319,5718921,0.0425,0.0378,0.1263
2021,1,48,2,6629289,855178,23608900,0.0362,0.0334,0.0831
2021,1,02,3,870907,39191,590127,0.0664,0.0637,0.043
2021,1,08,3,8576265,385932,4849887,0.0796,0.0835,-0.0466
2021,1,09,3,3366127,151476,3017188,0.0502,0.0559,-0.1015
2021,1,10,3,1238105,55715,829168,0.0672,0.0684,-0.0171
2021,1,12,3,31047587,1397141,18454373,0.0757,0.0781,-0.0304
2021,1,17,3,14979526,674079,10463777,0.0644,0.0682,-0.0549
2021,1,21,3,6502163,292597,3703609,0.079,0.0657,0.2027
2021,1,25,3,7312872,329079,5872244,0.056,0.065,-0.1378
2021,1,27,3,8258535,371634,4652447,0.0799,0.082,-0.0257
2021,1,29,3,9272831,417277,5093948,0.0819,0.079,0.0371
2021,1,38,3,1632053,73442,620677,0.1183,0.1135,0.0421
2021,1,47,3,10700064,481503,5718921,0.0842,0.0691,0.2185
2021,1,48,3,55819130,2511861,23608900,0.1064,0.1009,0.0543
2021,1,02,4,,113781,590127,0.1928,0.1678,0.149
2021,1,08,4,,938429,4849887,0.1935,0.1873,0.0331
2021,1,09,4,,492074,3017188,0.1631,0.1657,-0.0155
2021,1,10,4,,186905,829168,0.2254,0.2134,0.0563
2021,1,12,4,,3744256,18454373,0.2029,0.1931,0.0509
2021,1,17,4,,1512538,10463777,0.1445,0.1376,0.0507
2021,1,21,4,,726126,3703609,0.1961,0.1928,0.0168
2021,1,25,4,,843313,5872244,0.1436,0.1399,0.0263
2021,1,27,4,,920328,4652447,0.1978,0.1917,0.0317
2021,1,29,4,,1048638,5093948,0.2059,0.1658,0.242
2021,1,38,4,,141631,620677,0.2282,0.2191,0.0415
2021,1,47,4,,1328647,5718921,0.2323,0.1936,0.1999
2021,1,48,4,,5388341,23608900,0.2282,0.2085,0.0948
2021,2,02,1,120677,49598,590127,0.084,0.0828,0.0153
2021,2,08,1,1179240,484668,4849887,0.0999,0.0833,0.1993
2021,2,09,1,697361,286615,3017188,0.095,0.0805,0.1806
2021,2,10,1,291692,119886,829168,0.1446,0.116,0.2466
2021,2,12,1,4378162,1799424,18454373,0.0975,0.0783,0.2455
2021,2,17,1,1714098,704494,10463777,0.0673,0.0574,0.1721
2021,2,21,1,651480,267758,3703609,0.0723,0.045,0.6079
2021,2,25,1,1146392,471167,5872244,0.0802,0.0587,0.3676
2021,2,27,1,1025899,421645,4652447,0.0906,0.0902,0.0044
2021,2,29,1,1101323,452644,5093948,0.0889,0.0751,0.1824
2021,2,38,1,159704,65639,620677,0.1058,0.0965,0.0954
2021,2,47,1,957007,393330,5718921,0.0688,0.0551,0.2482
2021,2,48,1,4057118,1667475,23608900,0.0706,0.0562,0.2577
2021,2,02,2,165168,21307,590127,0.0361,0.0365,-0.0108
2021,2,08,2,1471199,189785,4849887,0.0391,0.0408,-0.0419
2021,2,09,2,951592,122755,3017188,0.0407,0.0438,-0.072
2021,2,10,2,373942,48238,829168,0.0582,0.0502,0.1593
2021,2,12,2,6941625,895470,18454373,0.0485,0.0478,0.0143
2021,2,17,2,2726742,351750,10463777,0.0336,0.0328,0.0244
2021,2,21,2,493214,63625,3703609,0.0172,0.0129,0.3289
2021,2,25,2,1812779,233849,5872244,0.0398,0.0427,-0.0665
2021,2,27,2,1137029,146677,4652447,0.0315,0.0322,-0.022
2021,2,29,2,1094803,141230,5093948,0.0277,0.0296,-0.063
2021,2,38,2,113252,14609,620677,0.0235,0.0222,0.0594
2021,2,47,2,1164786,150257,5718921,0.0263,0.0225,0.169
2021,2,48,2,4362566,562771,23608900,0.0238,0.0271,-0.1217
2021,2,02,3,839160,37762,590127,0.064,0.0619,0.0338
2021,2,08,3,8457800,380601,4849887,0.0785,0.0747,0.051
2021,2,09,3,3462099,155794,3017188,0.0516,0.0511,0.0099
2021,2,10,3,1362829,61327,829168,0.074,0.0682,0.084
2021,2,12,3,31825470,1432146,18454373,0.0776,0.0797,-0.0269
2021,2,17,3,15064169,677888,10463777,0.0648,0.0696,-0.0697
2021,2,21,3,6530572,293876,3703609,0.0793,0.0462,0.7162
2021,2,25,3,8078961,363553,5872244,0.0619,0.0596,0.0384
2021,2,27,3,8775136,394881,4652447,0.0849,0.0747,0.1362
